CustomerID,Age,Gender,City,MembershipLevel,AvgSessionTime_Min,PagesPerSession,PurchaseFrequency_Monthly,AvgOrderValue_INR,DiscountUsageRate,SatisfactionScore,ReturnsCount,SupportTickets,LastPurchaseDate
3154,47,Other,Chennai,Gold,1.95,3,4.67,520.99,0.33,2.5,1,0,2024-06-18
3155,38,Other,Bangalore,Silver,14.57,8,7.43,3279.2,0.67,3.8,1,1,2024-02-02
3156,48,Other,Chennai,Silver,19.75,18,4.99,7322.76,0.88,2.2,0,0,2025-04-17
3157,41,Male,Mumbai,Gold,25.07,18,7.8,2370.23,0.09,4.2,0,0,2025-09-12
3158,37,Female,Mumbai,Silver,2.43,19,4.51,2144.23,0.99,1.4,1,0,2025-04-11
3159,54,Male,Chennai,Standard,25.72,7,9.83,8645.71,0.65,3.5,1,0,2025-10-20
3160,21,Other,Bangalore,Silver,16.9,6,2.93,6236.35,0.05,4.2,1,0,2025-02-04
3161,45,Female,Mumbai,Silver,6.72,11,0.92,9892.42,0.31,3.6,0,0,2025-05-17
3162,61,Other,Delhi,Gold,10.2,5,4.3,1519.76,0.89,3.8,0,0,2024-10-08
3163,37,Female,Delhi,Standard,9.18,12,5.42,3690.06,0.6,3.1,1,1,2025-04-22
3164,41,Other,Pune,Platinum,16.39,1,3.49,3249.89,0.29,3.2,0,1,2025-04-23
3165,67,Female,Chennai,Standard,2.5,19,2.42,8825.3,0.94,1.3,0,0,2025-03-12
3166,66,Other,Pune,Standard,5.6,11,6.72,2701.91,0.79,2.0,0,0,2025-11-26
3167,68,Male,Chennai,Gold,24.57,15,3.77,3663.92,0.74,3.9,0,0,2024-04-26
3168,49,Male,Pune,Standard,4.85,16,6.31,1599.77,0.89,4.8,1,0,2024-02-15
3169,58,Other,Chennai,Standard,7.77,3,7.79,7798.93,0.77,3.2,0,1,2024-03-18
3170,53,Female,Bangalore,Gold,14.15,11,7.61,2529.49,0.29,3.9,2,1,2024-02-24
3171,51,Other,Mumbai,Standard,16.0,11,3.75,869.54,0.58,3.7,0,0,2024-04-24
3172,53,Male,Mumbai,Silver,23.14,10,5.68,4464.07,0.84,5.0,0,1,2025-02-02
3173,19,Other,Delhi,Standard,13.97,2,4.5,4036.29,0.18,4.2,2,0,2024-08-17
3174,32,Male,Hyderabad,Standard,23.91,5,8.71,1940.57,0.16,3.5,1,0,2024-05-31
3175,51,Female,Bangalore,Standard,18.93,8,8.79,1509.26,0.16,1.5,2,0,2025-04-07
3176,53,Other,Mumbai,Gold,4.28,13,3.44,8986.26,0.19,2.5,1,0,2025-06-24
3177,23,Other,Pune,Silver,5.53,15,0.92,864.88,0.1,2.0,1,0,2024-08-25
3178,56,Female,Mumbai,Gold,13.67,2,1.68,1173.25,0.84,4.4,1,0,2025-03-07
3179,59,Female,Pune,Silver,12.51,12,3.67,2601.46,0.82,2.8,1,0,2024-06-24
3180,68,Female,Chennai,Standard,22.56,8,5.64,9537.82,0.15,3.1,1,0,2024-08-26
3181,68,Male,Mumbai,Standard,17.84,19,6.57,1036.77,0.71,4.9,1,0,2025-07-18
3182,29,Other,Pune,Standard,12.26,1,3.31,8196.95,0.63,4.3,2,0,2024-01-20
3183,20,Other,Chennai,Standard,5.95,8,6.67,8942.11,0.28,4.2,0,0,2025-02-06
3184,62,Male,Pune,Standard,7.58,10,9.38,3903.1,0.23,1.6,0,0,2025-07-03
3185,35,Male,Chennai,Gold,17.69,13,6.52,3080.17,0.25,1.1,1,0,2025-07-24
3186,57,Other,Chennai,Standard,13.28,5,1.59,6838.3,0.73,1.5,1,1,2024-06-13
3187,38,Female,Delhi,Standard,15.93,9,5.8,7085.82,0.32,4.0,0,0,2025-01-16
3188,32,Female,Hyderabad,Standard,5.95,10,5.42,7843.78,0.28,2.6,2,0,2025-07-16
3189,50,Male,Mumbai,Gold,20.22,14,8.71,8339.55,0.02,1.5,0,0,2024-11-02
3190,52,Male,Delhi,Standard,25.72,11,3.5,2830.28,0.91,4.0,1,0,2025-02-20
3191,43,Male,Chennai,Platinum,8.48,14,4.23,6932.22,0.75,1.8,0,1,2025-04-20
3192,25,Female,Hyderabad,Gold,15.25,3,5.99,1522.08,0.47,3.4,1,0,2025-07-21
3193,53,Male,Hyderabad,Standard,29.29,16,5.24,5205.17,0.94,4.0,0,2,2025-11-22
3194,65,Male,Hyderabad,Gold,10.66,17,7.19,6206.29,0.29,3.4,0,0,2025-03-14
3195,47,Other,Bangalore,Standard,18.26,5,0.4,1784.97,0.67,5.0,2,0,2024-06-10
3196,40,Other,Chennai,Standard,3.62,7,5.64,949.76,0.31,2.7,0,0,2025-04-14
3197,59,Male,Mumbai,Silver,18.57,17,1.22,2108.51,0.31,2.2,1,1,2024-06-06
3198,61,Male,Mumbai,Standard,3.6,11,3.15,4321.77,0.84,1.8,1,0,2024-06-28
3199,31,Female,Chennai,Gold,28.82,12,6.62,8900.84,0.79,3.0,0,0,2024-05-31
3200,31,Female,Mumbai,Standard,21.75,2,1.57,5412.76,0.29,4.4,1,0,2025-07-08
3201,19,Other,Pune,Gold,23.86,19,3.09,7535.23,0.08,4.8,0,0,2025-11-09
3202,54,Other,Chennai,Standard,21.42,5,7.03,1906.62,0.36,4.9,0,0,2025-08-09
3203,22,Male,Hyderabad,Silver,18.1,11,6.51,1238.59,0.76,3.1,0,0,2024-07-29
3204,55,Female,Hyderabad,Gold,14.05,19,0.91,2548.25,0.1,3.4,1,0,2024-08-24
3205,62,Male,Bangalore,Silver,25.89,7,5.77,3276.03,0.67,3.3,0,0,2024-09-13
3206,58,Male,Delhi,Standard,28.75,6,1.47,5571.4,0.89,2.9,0,0,2024-12-01
3207,64,Female,Pune,Standard,15.47,11,2.52,8836.18,0.18,1.6,0,1,2025-01-26
3208,31,Female,Bangalore,Standard,28.01,14,4.59,4375.71,0.86,1.3,1,0,2024-07-05
3209,56,Female,Delhi,Standard,17.92,4,1.09,5284.22,0.05,2.7,1,1,2025-08-20
3210,42,Male,Chennai,Standard,16.61,8,9.94,245.21,0.67,1.7,0,0,2024-11-03
3211,37,Other,Hyderabad,Silver,14.18,9,1.65,526.46,0.79,4.5,2,0,2024-03-15
3212,19,Female,Mumbai,Standard,7.07,2,7.81,1020.94,0.44,4.0,0,0,2024-07-03
3213,56,Male,Pune,Silver,1.11,11,8.3,7050.14,0.2,3.5,0,0,2025-02-05
3214,23,Female,Delhi,Silver,8.0,7,9.94,4964.68,0.92,1.2,0,0,2025-09-10
3215,34,Male,Hyderabad,Standard,15.78,4,4.29,2091.02,0.02,3.5,0,0,2025-07-14
3216,42,Female,Mumbai,Standard,12.02,14,8.74,6007.47,0.56,3.5,2,0,2025-03-05
3217,45,Other,Pune,Silver,14.01,1,9.58,5537.2,0.37,2.8,1,0,2025-04-27
3218,19,Male,Delhi,Standard,29.44,12,1.73,1070.23,0.46,3.6,1,0,2025-05-01
3219,52,Male,Bangalore,Standard,11.16,19,4.79,6476.05,0.54,4.4,1,1,2025-05-22
3220,54,Female,Bangalore,Standard,14.11,5,0.6,7718.12,0.53,4.0,0,1,2025-02-16
3221,22,Female,Delhi,Standard,4.87,8,6.21,3008.23,0.2,2.9,0,0,2024-02-09
3222,18,Other,Mumbai,Standard,2.39,11,5.81,6937.39,0.68,2.0,0,0,2025-05-14
3223,57,Female,Hyderabad,Standard,23.49,4,2.04,2157.25,0.02,2.9,0,1,2025-10-28
3224,29,Male,Pune,Standard,17.55,15,7.98,7615.94,0.02,4.8,1,0,2025-08-27
3225,53,Other,Bangalore,Standard,23.06,12,0.37,9135.39,0.48,4.3,1,0,2025-07-06
3226,62,Female,Bangalore,Silver,5.35,10,8.06,4530.3,0.54,1.1,1,0,2025-05-27
3227,40,Other,Chennai,Standard,17.58,16,0.27,2597.3,0.27,4.1,1,0,2025-09-09
3228,64,Other,Delhi,Standard,8.36,8,6.57,4111.93,0.55,1.7,0,0,2024-10-13
3229,48,Other,Bangalore,Gold,7.61,8,0.79,2650.76,0.52,3.3,0,1,2025-07-11
3230,28,Other,Chennai,Standard,1.33,6,2.51,212.15,0.35,4.2,0,0,2024-12-01
3231,27,Male,Chennai,Silver,4.78,3,7.22,6574.47,0.65,3.2,2,0,2024-10-10
3232,20,Female,Bangalore,Standard,9.97,8,2.8,616.76,0.96,2.6,0,0,2025-08-27
3233,31,Other,Mumbai,Standard,4.39,10,5.11,2261.83,0.49,2.3,0,0,2024-07-18
3234,33,Other,Pune,Standard,29.59,5,9.15,7280.01,0.79,2.2,0,0,2024-07-26
3235,27,Female,Delhi,Standard,9.95,11,0.5,6724.11,0.25,4.3,1,0,2025-08-09
3236,46,Other,Pune,Gold,4.78,4,8.11,918.62,0.76,4.3,0,0,2025-03-30
3237,27,Male,Hyderabad,Standard,6.77,17,0.65,6668.54,0.65,4.3,0,1,2024-06-29
3238,29,Male,Pune,Standard,18.04,3,1.27,9319.63,0.64,2.1,0,2,2025-02-08
3239,47,Other,Pune,Silver,2.86,18,1.19,930.12,0.89,4.2,0,0,2024-10-06
3240,58,Female,Chennai,Standard,26.01,8,9.94,4273.74,0.23,1.1,1,0,2024-01-14
3241,18,Female,Hyderabad,Silver,28.88,12,1.8,7348.45,0.37,1.8,2,1,2024-11-09
3242,22,Male,Bangalore,Standard,8.16,16,8.97,6743.69,0.08,3.1,1,0,2025-08-07
3243,37,Male,Bangalore,Standard,14.05,14,9.91,2419.8,0.73,2.6,3,0,2025-11-21
3244,25,Male,Mumbai,Gold,1.64,16,3.84,1798.06,0.84,1.4,3,0,2025-07-14
3245,60,Male,Delhi,Silver,19.58,4,6.31,7885.62,0.41,1.2,0,0,2024-03-05
3246,29,Other,Hyderabad,Standard,13.0,1,7.79,9571.2,0.36,3.4,0,0,2024-12-01
3247,18,Other,Pune,Standard,8.83,1,3.93,7722.32,0.66,2.3,1,0,2024-02-29
3248,37,Other,Hyderabad,Silver,7.0,15,1.62,9639.4,0.08,1.1,1,0,2025-03-11
3249,45,Other,Hyderabad,Silver,19.97,3,4.34,6128.96,0.29,2.7,0,0,2025-09-09
3250,60,Female,Hyderabad,Standard,13.07,14,7.72,9305.17,0.37,2.2,0,3,2024-02-12
3251,54,Male,Delhi,Silver,6.21,9,7.81,6966.27,0.52,3.3,1,1,2024-04-27
3252,64,Other,Bangalore,Silver,20.98,19,2.31,9107.07,0.48,4.7,0,0,2025-02-06
3253,54,Male,Mumbai,Gold,17.39,8,1.75,1783.57,0.21,2.2,0,0,2025-06-11
3254,29,Other,Pune,Gold,25.9,2,9.21,8192.54,0.54,5.0,1,1,2024-07-30
3255,54,Other,Chennai,Standard,4.41,4,0.44,2128.11,0.93,1.3,0,0,2025-05-21
3256,66,Other,Bangalore,Standard,23.78,1,7.35,468.81,0.03,1.4,0,0,2024-12-25
3257,66,Other,Pune,Silver,20.53,11,0.46,5272.34,0.68,3.9,0,0,2025-01-01
3258,61,Other,Hyderabad,Standard,4.34,5,8.38,3318.87,0.62,4.0,0,1,2025-03-24
3259,45,Female,Chennai,Standard,21.15,2,9.05,626.61,0.92,2.7,1,1,2024-11-17
3260,64,Male,Pune,Standard,13.8,13,2.97,9806.98,0.65,2.1,0,0,2025-04-09
3261,32,Female,Mumbai,Silver,28.4,17,0.74,6731.37,0.62,4.2,0,0,2025-09-23
3262,23,Male,Chennai,Standard,5.11,17,4.81,9037.76,0.77,4.8,0,0,2024-05-23
3263,61,Male,Mumbai,Gold,19.64,18,2.98,9991.01,0.27,5.0,1,0,2025-10-08
3264,37,Female,Hyderabad,Standard,12.08,9,4.17,4041.27,0.6,3.5,0,0,2025-04-20
3265,67,Male,Delhi,Standard,28.75,6,6.65,2696.42,0.52,4.0,0,0,2024-07-07
3266,31,Male,Chennai,Platinum,10.57,3,2.1,2002.07,0.44,4.3,0,2,2024-06-11
3267,19,Male,Mumbai,Silver,28.9,8,3.57,5248.83,0.08,4.2,1,0,2025-06-29
3268,26,Female,Chennai,Standard,27.14,3,7.83,6139.59,0.29,5.0,2,0,2025-05-11
3269,54,Female,Chennai,Standard,8.84,1,6.44,4829.74,0.28,4.2,0,0,2024-02-12
3270,37,Female,Chennai,Silver,24.3,13,3.26,3995.07,0.72,3.7,0,1,2025-08-13
3271,43,Other,Delhi,Silver,29.87,5,6.64,1849.07,0.92,2.5,2,0,2025-06-01
3272,46,Female,Bangalore,Silver,8.33,16,7.65,4530.22,0.23,3.4,1,0,2025-03-08
3273,18,Female,Chennai,Silver,13.67,16,5.92,1035.38,0.07,4.5,2,1,2025-07-30
3274,52,Male,Hyderabad,Standard,16.09,12,2.39,8677.47,1.0,2.2,0,1,2025-04-13
3275,23,Other,Mumbai,Silver,9.55,13,0.0,659.65,0.69,1.1,1,0,2025-10-06
3276,54,Male,Mumbai,Silver,1.44,4,8.03,3930.33,0.89,2.3,1,0,2024-03-06
3277,22,Other,Pune,Silver,7.38,9,8.23,1181.35,0.14,4.8,0,1,2025-06-06
3278,50,Female,Pune,Standard,9.18,16,6.98,7794.81,0.8,4.2,1,0,2025-09-14
3279,66,Male,Chennai,Gold,13.86,1,0.77,3264.82,0.81,1.7,1,0,2024-12-08
3280,68,Other,Pune,Standard,5.96,5,5.85,1308.44,0.15,1.0,1,0,2024-06-27
3281,31,Male,Chennai,Standard,26.32,5,8.21,5408.61,0.16,3.7,0,1,2024-09-21
3282,29,Female,Bangalore,Gold,21.44,19,3.9,9179.51,0.3,3.3,1,0,2025-06-16
3283,59,Other,Delhi,Standard,3.47,9,1.98,9104.72,0.22,1.3,0,0,2025-07-24
3284,37,Male,Mumbai,Gold,19.85,8,5.88,2646.58,0.98,4.9,0,0,2025-02-24
3285,67,Male,Hyderabad,Gold,19.96,19,8.26,7252.66,0.36,3.5,0,0,2024-04-27
3286,41,Other,Chennai,Standard,28.73,18,0.49,496.79,0.76,3.6,1,0,2024-06-08
3287,60,Female,Hyderabad,Silver,1.09,15,5.97,1492.15,0.81,4.4,0,0,2024-07-17
3288,51,Female,Mumbai,Standard,8.19,4,6.43,5094.83,0.39,2.3,1,0,2025-06-15
3289,42,Female,Chennai,Standard,27.91,15,6.02,2441.81,0.68,3.2,0,0,2024-01-06
3290,67,Female,Pune,Gold,28.03,13,6.5,8022.97,0.11,3.3,0,1,2024-07-04
3291,46,Female,Hyderabad,Silver,21.9,18,6.31,9324.51,0.4,4.9,0,1,2024-04-12
3292,56,Other,Bangalore,Gold,23.21,5,1.3,242.47,0.97,1.5,1,1,2025-09-17
3293,48,Male,Chennai,Standard,3.65,18,2.35,2482.58,0.17,4.0,1,0,2025-11-04
3294,64,Female,Chennai,Standard,15.9,8,6.19,4507.62,0.39,3.3,0,0,2024-07-30
3295,60,Other,Hyderabad,Standard,7.72,1,0.18,5718.18,0.79,4.4,2,0,2024-10-03
3296,67,Male,Delhi,Platinum,6.26,19,6.35,9175.85,0.67,4.3,0,0,2025-09-04
3297,40,Other,Pune,Silver,24.5,17,6.65,8940.46,0.63,1.0,0,0,2025-05-08
3298,61,Other,Chennai,Silver,4.92,2,2.39,6444.27,0.85,2.0,0,0,2025-06-18
3299,55,Female,Hyderabad,Standard,14.59,19,5.98,2722.4,0.03,1.7,0,0,2025-02-14
3300,37,Other,Hyderabad,Standard,28.22,16,5.34,7876.22,0.77,2.8,1,0,2024-07-03
3301,40,Other,Pune,Silver,6.39,18,2.61,2185.99,0.88,4.6,0,0,2024-03-08
3302,62,Other,Mumbai,Gold,29.36,2,4.63,9658.69,0.02,1.0,0,0,2025-02-27
3303,69,Female,Chennai,Gold,29.83,6,9.1,257.23,0.56,3.0,0,2,2024-04-05
3304,33,Other,Chennai,Standard,17.11,7,4.27,5783.75,0.35,4.5,0,0,2024-01-21
3305,67,Other,Mumbai,Standard,5.93,6,6.3,1066.29,0.05,4.7,0,0,2025-09-25
3306,59,Female,Delhi,Standard,10.17,6,0.35,4194.48,0.42,3.6,0,0,2025-06-27
3307,25,Other,Chennai,Standard,13.31,9,0.78,6422.35,0.64,4.3,0,0,2025-08-22
3308,67,Other,Bangalore,Gold,9.97,8,0.81,6958.07,0.92,2.3,1,0,2024-11-26
3309,38,Female,Chennai,Silver,9.14,9,7.78,7898.58,0.62,2.1,0,0,2025-03-16
3310,18,Female,Hyderabad,Standard,29.19,12,3.5,6014.61,0.86,1.2,2,1,2024-02-21
3311,25,Female,Mumbai,Standard,5.45,18,2.28,2662.93,0.12,3.0,0,0,2025-05-16
3312,46,Female,Pune,Silver,22.27,6,7.47,8914.68,0.21,2.8,1,0,2024-01-24
3313,49,Female,Mumbai,Silver,1.01,4,1.7,8148.85,0.97,2.5,0,1,2024-10-31
3314,55,Other,Delhi,Platinum,18.29,7,2.46,1768.51,0.89,1.5,0,0,2024-05-16
3315,22,Female,Hyderabad,Silver,27.56,18,4.31,8299.81,0.24,1.9,0,1,2025-03-14
3316,64,Male,Delhi,Standard,9.35,5,3.31,9731.92,0.62,1.8,0,0,2025-02-18
3317,39,Male,Pune,Standard,6.38,18,5.85,6444.75,0.36,4.8,0,1,2025-03-12
3318,64,Female,Hyderabad,Silver,19.9,10,3.38,2961.69,0.47,4.9,0,0,2025-08-27
3319,51,Male,Chennai,Standard,21.67,8,3.93,6144.62,0.86,1.0,1,0,2024-10-06
3320,18,Other,Chennai,Gold,20.95,1,8.63,3556.84,0.74,1.7,1,0,2024-04-24
3321,43,Other,Hyderabad,Standard,10.26,15,8.85,6824.28,0.24,4.6,0,0,2024-11-02
3322,60,Other,Delhi,Gold,8.31,3,8.28,5539.04,0.32,1.2,0,1,2024-08-25
3323,27,Female,Bangalore,Standard,28.72,15,8.65,9309.01,0.29,4.8,0,0,2024-09-10
3324,47,Male,Mumbai,Standard,27.78,14,5.7,6255.5,0.78,2.5,0,1,2024-11-14
3325,67,Female,Hyderabad,Silver,14.26,1,6.46,2297.02,0.49,3.2,0,0,2025-10-10
3326,35,Other,Bangalore,Standard,25.54,8,5.57,7306.08,0.95,4.1,0,0,2024-03-15
3327,34,Other,Bangalore,Standard,14.12,7,7.86,3148.61,0.82,2.0,0,0,2024-08-12
3328,43,Female,Bangalore,Gold,13.31,9,5.51,2869.43,0.21,1.4,1,0,2025-04-18
3329,25,Other,Mumbai,Standard,5.55,18,1.11,4039.41,0.79,4.2,1,1,2025-08-19
3330,64,Other,Chennai,Standard,13.37,12,8.1,317.57,0.51,4.9,0,0,2024-09-28
3331,57,Other,Chennai,Silver,16.59,8,7.61,9697.58,0.25,3.6,2,2,2024-03-22
3332,66,Female,Hyderabad,Silver,1.65,8,8.2,5416.84,0.36,4.3,2,0,2025-11-13
3333,29,Other,Chennai,Standard,13.88,6,1.9,7780.24,0.97,4.8,1,0,2025-05-24
3334,44,Other,Delhi,Standard,23.66,3,2.72,2726.95,0.48,1.9,1,0,2025-06-24
3335,25,Male,Bangalore,Gold,20.72,2,2.96,7516.86,0.72,2.4,0,2,2025-01-24
3336,42,Female,Delhi,Standard,19.42,14,5.08,5758.27,0.48,1.9,0,1,2024-04-12
3337,63,Male,Bangalore,Silver,27.38,8,1.34,4356.61,0.37,1.2,1,1,2024-11-29
3338,21,Male,Bangalore,Gold,1.52,6,3.85,9712.56,0.8,3.9,1,0,2025-05-15
3339,50,Other,Chennai,Platinum,17.15,4,1.82,5039.67,0.85,1.6,3,0,2025-04-05
3340,18,Male,Delhi,Silver,23.83,5,2.65,6643.09,0.07,1.4,0,0,2025-04-24
3341,36,Male,Bangalore,Silver,16.7,13,7.06,350.35,0.28,2.4,0,0,2025-09-19
3342,48,Female,Chennai,Silver,10.39,9,8.55,3154.26,0.51,1.2,0,2,2024-03-14
3343,33,Male,Hyderabad,Standard,4.95,13,0.23,8909.18,0.32,1.7,1,0,2025-10-22
3344,31,Female,Pune,Standard,26.74,9,5.66,7637.8,0.78,1.3,0,0,2024-10-09
3345,65,Other,Hyderabad,Gold,14.65,16,0.36,5460.19,0.11,4.5,0,0,2024-02-03
3346,22,Other,Mumbai,Standard,26.47,12,0.85,9021.57,0.8,4.1,1,1,2024-03-14
3347,58,Other,Chennai,Standard,17.99,2,7.05,4964.96,0.62,4.4,0,1,2025-06-13
3348,43,Male,Hyderabad,Platinum,20.55,19,7.36,5751.77,0.29,4.5,0,0,2025-04-06
3349,45,Female,Bangalore,Silver,24.32,16,8.14,3945.1,0.34,4.8,0,1,2025-11-16
3350,19,Female,Chennai,Standard,20.12,13,4.74,6276.39,0.18,1.7,0,1,2024-10-08
3351,67,Other,Pune,Standard,12.54,5,8.6,3326.22,0.25,4.6,1,0,2024-07-03
3352,23,Other,Delhi,Silver,15.9,6,1.67,3977.82,0.72,3.1,1,0,2024-01-31
3353,26,Male,Delhi,Gold,24.29,17,2.5,9670.0,0.38,1.7,0,0,2024-02-29
3354,50,Other,Hyderabad,Silver,11.84,17,1.35,1290.83,0.69,3.6,1,0,2024-06-05
3355,58,Male,Chennai,Standard,12.26,17,7.98,1231.5,0.51,2.3,0,0,2024-01-05
3356,42,Male,Mumbai,Standard,3.78,3,2.29,624.5,0.15,1.2,0,0,2024-04-06
3357,65,Female,Mumbai,Standard,27.52,13,1.56,3336.44,0.5,1.3,1,1,2025-04-18
3358,30,Female,Delhi,Standard,3.64,12,6.23,4102.65,0.76,2.7,1,0,2025-01-15
3359,26,Female,Mumbai,Silver,19.8,6,0.77,1126.25,0.3,4.3,0,0,2025-11-03
3360,30,Female,Pune,Standard,12.98,13,0.45,5581.48,0.65,2.2,2,0,2025-01-13
3361,48,Other,Mumbai,Gold,12.76,14,1.07,5916.35,0.2,4.1,1,0,2025-03-31
3362,58,Other,Bangalore,Silver,20.71,7,0.0,7560.06,0.14,1.2,1,0,2025-01-24
3363,28,Female,Bangalore,Standard,2.95,5,6.97,9764.49,0.36,2.6,0,0,2024-04-22
3364,21,Male,Chennai,Silver,18.22,14,5.62,6269.65,0.39,1.5,0,0,2025-02-11
3365,51,Other,Mumbai,Standard,23.39,18,2.1,1294.18,0.76,4.5,2,2,2024-11-01
3366,55,Male,Mumbai,Gold,25.02,4,2.33,1067.54,0.46,4.9,0,0,2024-03-16
3367,63,Other,Hyderabad,Gold,5.95,1,8.11,7819.96,0.08,2.3,0,0,2025-11-16
3368,21,Other,Mumbai,Standard,27.03,7,5.02,6573.27,0.63,5.0,0,0,2024-11-18
3369,55,Other,Chennai,Standard,20.03,13,6.99,1786.76,0.47,4.0,0,0,2024-05-24
3370,36,Other,Mumbai,Standard,26.57,4,4.53,2682.93,0.33,1.0,0,0,2024-08-17
3371,23,Female,Bangalore,Silver,15.07,13,2.38,7552.36,0.8,2.9,1,2,2025-05-27
3372,51,Male,Bangalore,Standard,16.72,4,9.7,5748.33,0.15,4.3,0,0,2025-04-17
3373,35,Female,Bangalore,Silver,27.65,3,5.66,5933.0,0.91,3.1,1,0,2025-06-11
3374,30,Female,Chennai,Silver,27.1,8,1.31,2258.08,0.33,3.2,0,0,2024-04-11
3375,58,Male,Pune,Standard,14.0,8,4.06,6364.77,0.46,2.8,0,0,2025-09-26
3376,40,Female,Bangalore,Platinum,8.96,17,3.29,7752.16,0.93,2.6,0,0,2024-06-11
3377,36,Other,Chennai,Gold,12.4,15,2.14,8875.47,0.76,1.1,1,1,2024-07-05
3378,62,Male,Delhi,Gold,12.25,4,9.33,7419.83,0.07,3.5,1,0,2024-07-28
3379,28,Other,Hyderabad,Standard,9.32,6,8.81,5848.48,0.58,4.1,0,0,2024-05-08
3380,18,Other,Pune,Gold,8.79,6,1.99,6797.94,0.31,4.2,0,1,2025-02-13
3381,41,Other,Chennai,Silver,25.97,10,3.52,4954.09,0.51,3.5,0,0,2024-08-28
3382,24,Male,Delhi,Standard,3.03,4,7.62,2423.6,0.74,2.4,0,0,2024-08-09
3383,42,Other,Bangalore,Standard,20.65,9,2.09,8845.63,0.5,1.1,1,0,2024-01-28
3384,38,Female,Delhi,Platinum,6.01,16,5.92,5419.7,0.07,4.6,1,1,2024-11-04
3385,32,Female,Pune,Standard,10.99,7,7.0,6024.32,0.53,2.7,0,0,2024-12-08
3386,18,Other,Pune,Standard,2.78,14,6.54,9903.07,0.02,3.4,0,1,2025-03-08
3387,29,Male,Delhi,Standard,8.83,6,7.06,9853.15,0.35,1.8,1,0,2025-03-18
3388,24,Female,Hyderabad,Gold,23.28,1,7.07,5945.85,0.48,1.6,0,0,2025-08-02
3389,32,Male,Pune,Standard,26.67,18,9.65,532.78,0.64,1.3,0,2,2024-07-08
3390,38,Other,Pune,Gold,7.42,12,3.46,4082.25,0.51,4.2,0,0,2024-01-04
3391,36,Other,Bangalore,Gold,14.44,15,8.79,9385.47,0.15,3.6,0,1,2024-02-22
3392,46,Male,Delhi,Platinum,14.64,1,0.22,3025.4,0.93,3.5,1,1,2025-02-09
3393,42,Other,Pune,Standard,26.33,15,2.88,9992.83,0.65,4.7,1,0,2024-10-25
3394,50,Female,Mumbai,Standard,23.12,15,0.49,1026.31,0.32,1.6,0,1,2024-09-30
3395,66,Male,Chennai,Silver,15.88,16,6.51,5767.52,0.97,1.7,0,0,2024-01-12
3396,49,Other,Chennai,Standard,20.45,1,1.01,5251.4,0.88,1.8,1,0,2025-03-08
3397,66,Other,Bangalore,Standard,25.57,3,8.46,2702.46,0.14,2.7,0,1,2024-03-21
3398,52,Other,Mumbai,Silver,1.28,12,6.47,9496.35,0.66,4.5,0,1,2025-04-21
3399,61,Female,Hyderabad,Silver,12.68,7,0.29,6267.88,0.56,4.5,0,1,2025-06-21
3400,55,Other,Delhi,Platinum,27.31,5,7.15,2456.24,0.19,3.4,0,0,2024-10-03
3401,43,Female,Mumbai,Standard,22.47,1,8.62,3963.67,0.23,3.6,0,0,2024-01-08
3402,28,Male,Bangalore,Platinum,16.74,1,6.61,7268.05,0.56,4.6,0,1,2024-01-07
3403,52,Other,Mumbai,Standard,16.36,15,0.31,3117.43,0.32,3.5,0,1,2024-07-07
3404,25,Other,Pune,Silver,11.09,8,8.58,8820.14,0.83,1.9,0,0,2025-07-13
3405,63,Other,Bangalore,Standard,16.1,11,7.32,1823.6,0.1,3.8,0,1,2025-11-24
3406,31,Other,Bangalore,Silver,20.01,14,3.78,2792.15,0.91,4.1,1,0,2025-06-03
3407,27,Female,Pune,Standard,13.13,13,3.29,1620.01,0.84,3.5,0,0,2025-08-22
3408,19,Female,Mumbai,Standard,21.71,19,4.8,1220.95,0.74,2.1,1,0,2024-12-28
3409,63,Female,Bangalore,Silver,25.98,12,8.67,3143.09,0.26,2.6,1,0,2025-03-16
3410,26,Female,Hyderabad,Gold,5.49,19,2.52,9991.95,0.71,2.9,0,0,2024-02-29
3411,20,Other,Delhi,Gold,14.09,4,1.01,1124.43,0.44,1.6,1,0,2025-09-29
3412,38,Male,Chennai,Standard,12.83,4,8.65,2287.42,0.63,2.8,1,0,2025-04-02
3413,43,Male,Mumbai,Silver,20.94,3,0.26,2861.84,0.31,1.6,0,0,2024-08-18
3414,25,Other,Hyderabad,Gold,8.25,6,9.11,6267.47,0.84,3.0,1,0,2024-01-28
3415,65,Other,Chennai,Platinum,19.57,5,3.06,7504.39,0.04,1.2,0,0,2024-02-13
3416,19,Male,Hyderabad,Gold,26.45,11,5.08,7568.95,0.69,4.8,0,0,2025-08-25
3417,23,Other,Delhi,Standard,13.13,9,1.32,284.63,0.83,2.0,1,0,2024-08-29
3418,45,Male,Bangalore,Platinum,27.42,3,9.02,6588.13,0.65,2.9,2,0,2025-09-05
3419,46,Other,Bangalore,Silver,29.8,9,7.5,6381.22,0.19,1.1,2,0,2025-05-24
3420,43,Other,Hyderabad,Standard,4.08,12,9.24,5273.02,0.28,1.8,0,0,2025-04-13
3421,42,Other,Chennai,Gold,7.76,3,6.83,3916.24,0.51,3.8,0,1,2024-01-16
3422,29,Male,Bangalore,Gold,28.56,17,1.85,8014.95,0.33,1.4,0,0,2025-01-01
